"data e hora","caso de teste","mensagem"
"[2021/09/22 22:14:58.656]","Comprar Tênis","Iniciou o teste"
"[2021/09/22 22:15:58.119]","Comprar Tênis","Abriu o site"
"[2021/09/22 22:16:01.686]","Comprar Tênis","Clicou na caixa de Pesquisa"
