"data e hora","caso de teste","mensagem"
"[2021/09/22 22:08:15.662]","Comprar Tênis","Iniciou o teste"
"[2021/09/22 22:08:32.891]","Comprar Tênis","Abriu o site"
"[2021/09/22 22:08:34.584]","Comprar Tênis","Clicou na caixa de Pesquisa"
"[2021/09/22 22:08:38.415]","Comprar Tênis","Escreveu Tenis Superstar"
"[2021/09/22 22:08:39.704]","Comprar Tênis","Dou enter"
"[2021/09/22 22:08:45.341]","Comprar Tênis","Confirmou o texto da pesquisa de Tenis Superstar"
