"data e hora","caso de teste","mensagem"
"[2021/09/19 13:08:30.802]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 13:08:50.148]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 13:08:50.891]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
