"data e hora","caso de teste","mensagem"
"[2021/09/26 20:16:44.741]","Comprar Prensa Hidráulica","Iniciou o teste"
"[2021/09/26 20:17:01.251]","Comprar Prensa Hidráulica","Abriu o site"
"[2021/09/26 20:17:02.475]","Comprar Prensa Hidráulica","Clicou na caixa de Pesquisa"
