"data e hora","caso de teste","mensagem"
"[2021/09/19 19:36:46.264]","Comprar Livro","Iniciou o teste"
"[2021/09/19 19:36:55.905]","Comprar Livro","Abriu o site"
"[2021/09/19 19:36:57.268]","Comprar Livro","Clicou na caixa de Pesquisa"
