"data e hora","caso de teste","mensagem"
"[2021/09/19 15:35:23.371]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:35:42.651]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:35:43.820]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
