"data e hora","caso de teste","mensagem"
"[2021/09/19 15:02:56.451]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:03:12.950]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:03:14.058]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
"[2021/09/19 15:03:14.897]","Comprar Controle Robot White","Escreveu Controle Robot White na caixa de Pesquisa"
"[2021/09/19 15:03:15.982]","Comprar Controle Robot White","Clicou na lupa"
