"data e hora","caso de teste","mensagem"
"[2021/09/19 14:46:35.948]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 14:46:59.127]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 14:47:01.271]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
"[2021/09/19 14:47:01.798]","Comprar Controle Robot White","Escreveu Controle Robot White na caixa de Pesquisa"
