"data e hora","caso de teste","mensagem"
"[2021/09/19 19:58:30.664]","Comprar Livro","Iniciou o teste"
"[2021/09/19 19:58:37.866]","Comprar Livro","Abriu o site"
"[2021/09/19 19:58:38.611]","Comprar Livro","Clicou na caixa de Pesquisa"
