"data e hora","caso de teste","mensagem"
"[2021/09/19 19:34:09.102]","Comprar Livro","Iniciou o teste"
"[2021/09/19 19:34:21.176]","Comprar Livro","Abriu o site"
"[2021/09/19 19:34:22.376]","Comprar Livro","Clicou na caixa de Pesquisa"
