"data e hora","caso de teste","mensagem"
"[2021/09/26 20:24:17.200]","Comprar Prensa Hidráulica","Iniciou o teste"
"[2021/09/26 20:24:31.842]","Comprar Prensa Hidráulica","Abriu o site"
"[2021/09/26 20:24:33.358]","Comprar Prensa Hidráulica","Clicou na caixa de Pesquisa"
