"data e hora","caso de teste","mensagem"
"[2021/09/19 20:00:05.072]","Comprar Livro","Iniciou o teste"
"[2021/09/19 20:00:16.513]","Comprar Livro","Abriu o site"
"[2021/09/19 20:00:18.239]","Comprar Livro","Clicou na caixa de Pesquisa"
"[2021/09/19 20:00:18.915]","Comprar Livro","Escreveu O Livro da Matemática"
"[2021/09/19 20:00:20.212]","Comprar Livro","Clicou na lupa"
