"data e hora","caso de teste","mensagem"
"[2021/09/26 20:21:15.990]","Comprar Prensa Hidráulica","Iniciou o teste"
"[2021/09/26 20:21:32.111]","Comprar Prensa Hidráulica","Abriu o site"
"[2021/09/26 20:21:33.176]","Comprar Prensa Hidráulica","Clicou na caixa de Pesquisa"
