"data e hora","caso de teste","mensagem"
"[2021/09/19 14:51:09.056]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 14:51:27.271]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 14:51:28.294]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
