"data e hora","caso de teste","mensagem"
"[2021/09/19 13:05:28.371]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 13:05:50.193]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 13:05:51.333]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
