"data e hora","caso de teste","mensagem"
"[2021/09/22 22:11:13.590]","Comprar Tênis","Iniciou o teste"
"[2021/09/22 22:11:56.218]","Comprar Tênis","Abriu o site"
"[2021/09/22 22:11:59.293]","Comprar Tênis","Clicou na caixa de Pesquisa"
"[2021/09/22 22:12:17.219]","Comprar Tênis","Escreveu Tenis Superstar"
"[2021/09/22 22:12:19.860]","Comprar Tênis","Dou enter"
"[2021/09/22 22:12:34.438]","Comprar Tênis","Confirmou o texto da pesquisa de Tenis Superstar"
