"data e hora","caso de teste","mensagem"
"[2021/09/19 19:54:59.134]","Comprar Livro","Iniciou o teste"
"[2021/09/19 19:55:11.367]","Comprar Livro","Abriu o site"
"[2021/09/19 19:55:12.798]","Comprar Livro","Clicou na caixa de Pesquisa"
"[2021/09/19 19:55:13.152]","Comprar Livro","Escreveu O Livro da Matemática"
"[2021/09/19 19:55:15.436]","Comprar Livro","Clicou na lupa"
