"data e hora","caso de teste","mensagem"
"[2021/09/19 15:46:19.408]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:46:52.362]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:46:53.579]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
