"data e hora","caso de teste","mensagem"
"[2021/09/19 16:40:23.479]","Comprar Caixa Rustica","Iniciou o teste"
"[2021/09/19 16:40:27.370]","Comprar Caixa Rustica","Abriu o site"
"[2021/09/19 16:40:32.066]","Comprar Caixa Rustica","Clicou na caixa de Pesquisa"
"[2021/09/19 16:40:32.333]","Comprar Caixa Rustica","Escreveu Caixa Rustica"
"[2021/09/19 16:40:33.441]","Comprar Caixa Rustica","Clicou na lupa"
