"data e hora","caso de teste","mensagem"
"[2021/09/19 15:38:02.306]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:38:24.762]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:38:26.184]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
