"data e hora","caso de teste","mensagem"
"[2021/09/19 14:53:01.586]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 14:53:19.144]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 14:53:20.432]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
