"data e hora","caso de teste","mensagem"
"[2021/09/22 21:26:05.492]","Comprar Livro","Iniciou o teste"
"[2021/09/22 21:26:47.835]","Comprar Livro","Abriu o site"
"[2021/09/22 21:26:50.781]","Comprar Livro","Clico no popup"
"[2021/09/22 21:27:12.679]","Comprar Livro","Clicou na caixa de Pesquisa"
"[2021/09/22 21:27:13.721]","Comprar Livro","Escreveu Tenis Superstar"
"[2021/09/22 21:27:16.132]","Comprar Livro","Clicou na lupa"
