"data e hora","caso de teste","mensagem"
"[2021/09/19 15:06:11.860]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:06:29.720]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:06:30.471]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
"[2021/09/19 15:06:31.783]","Comprar Controle Robot White","Escreveu Controle Robot White na caixa de Pesquisa"
"[2021/09/19 15:06:32.584]","Comprar Controle Robot White","Clicou na lupa"
