"data e hora","caso de teste","mensagem"
"[2021/09/19 13:24:33.452]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 13:24:59.164]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 13:25:00.728]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
