"data e hora","caso de teste","mensagem"
"[2021/09/19 16:01:26.607]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 16:01:43.452]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 16:01:44.223]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
