"data e hora","caso de teste","mensagem"
"[2021/09/19 15:57:55.406]","Comprar Controle Robot White","Iniciou o teste"
"[2021/09/19 15:58:23.454]","Comprar Controle Robot White","Abriu o site"
"[2021/09/19 15:58:25.473]","Comprar Controle Robot White","Clicou na caixa de Pesquisa"
