"data e hora","caso de teste","mensagem"
"[2021/09/21 20:32:37.856]","Comprar Livro","Iniciou o teste"
"[2021/09/21 20:32:44.673]","Comprar Livro","Abriu o site"
"[2021/09/21 20:32:48.012]","Comprar Livro","Clicou na caixa de Pesquisa"
