"data e hora","caso de teste","mensagem"
"[2021/09/19 19:48:45.385]","Comprar Livro","Iniciou o teste"
"[2021/09/19 19:48:56.630]","Comprar Livro","Abriu o site"
"[2021/09/19 19:48:58.626]","Comprar Livro","Clicou na caixa de Pesquisa"
